Histogram,PWDR 17_ReMoB2_725psi_98GPa_S_P1_C1_D1w_109.xy,,,,
Instparm: Type,PXC,,,,
Instparm: Bank,1,,,,
Instparm: Lam,0.413263,,,,
Instparm: Polariz.,0.99,,,,
Instparm: Azimuth,0,,,,
Instparm: Zero,-0.000383,,,,
Instparm: U,234.8,,,,
Instparm: V,-21.61,,,,
Instparm: W,7.33,,,,
Instparm: X,0,,,,
Instparm: Y,0,,,,
Instparm: Z,0,,,,
Instparm: SH/L,0,,,,
Samparm: InstrName,,,,,
Samparm: Scale,0.53,,,,
Samparm: Type,Debye-Scherrer,,,,
Samparm: DisplaceX,0,,,,
Samparm: DisplaceY,0,,,,
Samparm: Temperature,300,,,,
Samparm: Pressure,0.1,,,,
Samparm: Time,0,,,,
Samparm: Gonio. radius,200,,,,
Samparm: Omega,0,,,,
Samparm: Chi,0,,,,
Samparm: Phi,0,,,,
Samparm: Azimuth,0,,,,
x,y_obs,weight,y_calc,y_bkg,Q
19.0867,118.26,0.00845597,0,0,5.04151
19.1057,117.313,0.00852421,0,0,5.04648
19.1247,116.52,0.00858218,0,0,5.05145
19.1437,115.564,0.00865319,0,0,5.05643
19.1627,114.861,0.00870618,0,0,5.0614
19.1817,114.065,0.00876696,0,0,5.06637
19.2007,113.298,0.00882631,0,0,5.07134
19.2197,112.711,0.00887223,0,0,5.07631
19.2387,112.295,0.0089051,0,0,5.08129
19.2577,111.89,0.00893735,0,0,5.08626
19.2767,111.299,0.00898478,0,0,5.09123
19.2957,110.372,0.00906027,0,0,5.0962
19.3148,109.817,0.00910605,0,0,5.10117
19.3338,109.451,0.00913653,0,0,5.10614
19.3528,109.038,0.00917107,0,0,5.11111
19.3718,108.472,0.00921895,0,0,5.11609
19.3908,107.774,0.0092787,0,0,5.12106
19.4098,107.489,0.00930329,0,0,5.12603
19.4288,107.273,0.00932202,0,0,5.131
19.4478,107.03,0.00934321,0,0,5.13597
19.4668,106.622,0.00937895,0,0,5.14094
19.4858,106.011,0.00943297,0,0,5.14591
19.5048,105.623,0.00946767,0,0,5.15088
19.5238,105.378,0.00948968,0,0,5.15585
19.5428,105.22,0.0095039,0,0,5.16082
19.5618,104.812,0.00954091,0,0,5.16579
19.5808,104.528,0.00956681,0,0,5.17076
19.5998,104.454,0.00957359,0,0,5.17572
19.6188,104.275,0.00959005,0,0,5.18069
19.6378,103.834,0.00963079,0,0,5.18566
19.6568,103.317,0.00967899,0,0,5.19063
19.6758,103.113,0.00969811,0,0,5.1956
19.6948,102.984,0.00971028,0,0,5.20057
19.7138,102.752,0.00973214,0,0,5.20554
19.7328,102.185,0.00978614,0,0,5.2105
19.7518,101.84,0.00981929,0,0,5.21547
19.7708,101.348,0.00986698,0,0,5.22044
19.7898,100.973,0.00990367,0,0,5.22541
19.8088,100.689,0.00993159,0,0,5.23038
19.8278,100.168,0.00998321,0,0,5.23534
19.8468,99.6207,0.0100381,0,0,5.24031
19.8658,99.2286,0.0100777,0,0,5.24528
19.8848,98.7764,0.0101239,0,0,5.25024
19.9039,98.2532,0.0101778,0,0,5.25521
19.9229,97.7892,0.0102261,0,0,5.26018
19.9419,97.3649,0.0102706,0,0,5.26514
19.9609,96.9588,0.0103137,0,0,5.27011
19.9799,96.4641,0.0103666,0,0,5.27508
19.9989,96.0289,0.0104135,0,0,5.28004
20.0179,95.673,0.0104523,0,0,5.28501
20.0369,95.3908,0.0104832,0,0,5.28997
20.0559,95.0412,0.0105217,0,0,5.29494
20.0749,94.8057,0.0105479,0,0,5.29991
20.0939,94.5631,0.0105749,0,0,5.30487
20.1129,94.3555,0.0105982,0,0,5.30984
20.1319,94.0876,0.0106284,0,0,5.3148
20.1509,93.9397,0.0106451,0,0,5.31977
20.1699,93.4768,0.0106978,0,0,5.32473
20.1889,93.1856,0.0107313,0,0,5.3297
20.2079,93.0365,0.0107485,0,0,5.33466
20.2269,93.1239,0.0107384,0,0,5.33963
20.2459,93.0842,0.010743,0,0,5.34459
20.2649,92.9982,0.0107529,0,0,5.34955
20.2839,92.9644,0.0107568,0,0,5.35452
20.3029,92.9461,0.0107589,0,0,5.35948
20.3219,92.7439,0.0107824,0,0,5.36444
20.3409,92.7417,0.0107826,0,0,5.36941
20.3599,92.5574,0.0108041,0,0,5.37437
20.3789,92.3187,0.010832,0,0,5.37933
20.3979,92.2004,0.0108459,0,0,5.3843
20.4169,91.9335,0.0108774,0,0,5.38926
20.4359,91.7507,0.0108991,0,0,5.39422
20.4549,91.6606,0.0109098,0,0,5.39919
20.4739,91.6758,0.010908,0,0,5.40415
20.493,91.6189,0.0109148,0,0,5.40911
20.512,91.5318,0.0109252,0,0,5.41407
20.531,91.2812,0.0109552,0,0,5.41903
20.55,91.3781,0.0109435,0,0,5.424
20.569,91.5047,0.0109284,0,0,5.42896
20.588,91.5685,0.0109208,0,0,5.43392
20.607,91.4985,0.0109291,0,0,5.43888
20.626,91.581,0.0109193,0,0,5.44384
20.645,91.4922,0.0109299,0,0,5.4488
20.664,91.2442,0.0109596,0,0,5.45376
20.683,90.97,0.0109926,0,0,5.45873
20.702,90.7217,0.0110227,0,0,5.46369
20.721,90.4799,0.0110522,0,0,5.46865
20.74,90.3017,0.011074,0,0,5.47361
20.759,90.1765,0.0110894,0,0,5.47857
20.778,89.9806,0.0111135,0,0,5.48353
20.797,89.6193,0.0111583,0,0,5.48849
20.816,89.3863,0.0111874,0,0,5.49345
20.835,89.3077,0.0111972,0,0,5.49841
20.854,89.0839,0.0112254,0,0,5.50337
20.873,88.778,0.0112641,0,0,5.50833
20.892,88.493,0.0113003,0,0,5.51328
20.911,88.4496,0.0113059,0,0,5.51824
20.93,88.5682,0.0112907,0,0,5.5232
20.949,88.4819,0.0113017,0,0,5.52816
20.968,88.1726,0.0113414,0,0,5.53312
20.987,87.7295,0.0113987,0,0,5.53808
21.006,87.4455,0.0114357,0,0,5.54304
21.025,87.2156,0.0114658,0,0,5.54799
21.044,87.1,0.0114811,0,0,5.55295
21.0631,86.7079,0.011533,0,0,5.55791
21.0821,86.3844,0.0115762,0,0,5.56287
21.1011,86.2916,0.0115886,0,0,5.56783
21.1201,86.2013,0.0116008,0,0,5.57278
21.1391,85.9235,0.0116383,0,0,5.57774
21.1581,85.6283,0.0116784,0,0,5.5827
21.1771,85.4462,0.0117033,0,0,5.58765
21.1961,85.1086,0.0117497,0,0,5.59261
21.2151,85.1745,0.0117406,0,0,5.59757
21.2341,85.2521,0.0117299,0,0,5.60252
21.2531,85.184,0.0117393,0,0,5.60748
21.2721,84.9038,0.011778,0,0,5.61244
21.2911,84.717,0.011804,0,0,5.61739
21.3101,84.3294,0.0118583,0,0,5.62235
21.3291,84.0037,0.0119042,0,0,5.6273
21.3481,83.9583,0.0119107,0,0,5.63226
21.3671,83.887,0.0119208,0,0,5.63721
21.3861,83.7616,0.0119386,0,0,5.64217
21.4051,83.4919,0.0119772,0,0,5.64712
21.4241,83.3339,0.0119999,0,0,5.65208
21.4431,83.4604,0.0119817,0,0,5.65703
21.4621,83.3722,0.0119944,0,0,5.66199
21.4811,83.2227,0.0120159,0,0,5.66694
21.5001,82.9065,0.0120618,0,0,5.6719
21.5191,82.7339,0.0120869,0,0,5.67685
21.5381,82.6438,0.0121001,0,0,5.6818
21.5571,82.476,0.0121247,0,0,5.68676
21.5761,82.4349,0.0121308,0,0,5.69171
21.5951,82.4221,0.0121327,0,0,5.69667
21.6141,82.4724,0.0121253,0,0,5.70162
21.6331,82.3021,0.0121504,0,0,5.70657
21.6522,82.2981,0.0121509,0,0,5.71152
21.6712,82.2852,0.0121528,0,0,5.71648
21.6902,82.4517,0.0121283,0,0,5.72143
21.7092,82.4001,0.0121359,0,0,5.72638
21.7282,82.2075,0.0121643,0,0,5.73134
21.7472,81.8155,0.0122226,0,0,5.73629
21.7662,81.653,0.012247,0,0,5.74124
21.7852,81.827,0.0122209,0,0,5.74619
21.8042,81.9283,0.0122058,0,0,5.75114
21.8232,81.8442,0.0122183,0,0,5.75609
21.8422,81.702,0.0122396,0,0,5.76105
21.8612,81.4996,0.01227,0,0,5.766
21.8802,81.2596,0.0123062,0,0,5.77095
21.8992,81.0525,0.0123377,0,0,5.7759
21.9182,81.0952,0.0123312,0,0,5.78085
21.9372,81.1871,0.0123172,0,0,5.7858
21.9562,80.901,0.0123608,0,0,5.79075
21.9752,80.7486,0.0123841,0,0,5.7957
21.9942,80.6567,0.0123982,0,0,5.80065
22.0132,80.8377,0.0123705,0,0,5.8056
22.0322,80.8919,0.0123622,0,0,5.81055
22.0512,80.6984,0.0123918,0,0,5.8155
22.0702,80.5747,0.0124109,0,0,5.82045
22.0892,80.7273,0.0123874,0,0,5.8254
22.1082,80.6047,0.0124062,0,0,5.83035
22.1272,80.4802,0.0124254,0,0,5.8353
22.1462,80.4292,0.0124333,0,0,5.84025
22.1652,80.4014,0.0124376,0,0,5.8452
22.1842,80.2068,0.0124678,0,0,5.85014
22.2032,80.0572,0.0124911,0,0,5.85509
22.2222,80.0012,0.0124998,0,0,5.86004
22.2413,79.9586,0.0125065,0,0,5.86499
22.2603,80.0373,0.0124942,0,0,5.86994
22.2793,80.0002,0.0125,0,0,5.87488
22.2983,79.988,0.0125019,0,0,5.87983
22.3173,79.7575,0.012538,0,0,5.88478
22.3363,79.7634,0.0125371,0,0,5.88973
22.3553,79.8181,0.0125285,0,0,5.89467
22.3743,79.9061,0.0125147,0,0,5.89962
22.3933,79.6373,0.0125569,0,0,5.90457
22.4123,79.3334,0.012605,0,0,5.90951
22.4313,79.3803,0.0125976,0,0,5.91446
22.4503,79.4595,0.012585,0,0,5.91941
22.4693,79.3589,0.012601,0,0,5.92435
22.4883,79.3725,0.0125988,0,0,5.9293
22.5073,79.2602,0.0126167,0,0,5.93424
22.5263,79.1375,0.0126362,0,0,5.93919
22.5453,78.7795,0.0126937,0,0,5.94414
22.5643,78.762,0.0126965,0,0,5.94908
22.5833,78.9101,0.0126726,0,0,5.95403
22.6023,78.8776,0.0126779,0,0,5.95897
22.6213,78.7868,0.0126925,0,0,5.96392
22.6403,78.8078,0.0126891,0,0,5.96886
22.6593,78.727,0.0127021,0,0,5.9738
22.6783,78.7311,0.0127015,0,0,5.97875
22.6973,78.5782,0.0127262,0,0,5.98369
22.7163,78.5569,0.0127296,0,0,5.98864
22.7353,78.5763,0.0127265,0,0,5.99358
22.7543,78.5653,0.0127283,0,0,5.99852
22.7733,78.359,0.0127618,0,0,6.00347
22.7923,78.1611,0.0127941,0,0,6.00841
22.8114,78.1002,0.0128041,0,0,6.01335
22.8304,78.1111,0.0128023,0,0,6.0183
22.8494,78.2392,0.0127813,0,0,6.02324
22.8684,78.1396,0.0127976,0,0,6.02818
22.8874,78.1967,0.0127883,0,0,6.03313
22.9064,78.1487,0.0127961,0,0,6.03807
22.9254,77.944,0.0128297,0,0,6.04301
22.9444,77.5789,0.0128901,0,0,6.04795
22.9634,77.3468,0.0129288,0,0,6.05289
22.9824,77.3234,0.0129327,0,0,6.05783
23.0014,77.1478,0.0129621,0,0,6.06278
23.0204,77.0905,0.0129718,0,0,6.06772
23.0394,77.1109,0.0129683,0,0,6.07266
23.0584,77.2603,0.0129433,0,0,6.0776
23.0774,77.5921,0.0128879,0,0,6.08254
23.0964,77.5191,0.0129001,0,0,6.08748
23.1154,77.3454,0.012929,0,0,6.09242
23.1344,77.0793,0.0129737,0,0,6.09736
23.1534,76.9759,0.0129911,0,0,6.1023
23.1724,76.7412,0.0130308,0,0,6.10724
23.1914,76.5342,0.013066,0,0,6.11218
23.2104,76.4353,0.013083,0,0,6.11712
23.2294,76.3479,0.0130979,0,0,6.12206
23.2484,76.1712,0.0131283,0,0,6.127
23.2674,76.0473,0.0131497,0,0,6.13194
23.2864,76.1847,0.013126,0,0,6.13688
23.3054,76.075,0.0131449,0,0,6.14182
23.3244,75.862,0.0131818,0,0,6.14676
23.3434,75.7873,0.0131948,0,0,6.15169
23.3624,75.8701,0.0131804,0,0,6.15663
23.3814,75.8988,0.0131754,0,0,6.16157
23.4005,75.7122,0.0132079,0,0,6.16651
23.4195,75.6533,0.0132182,0,0,6.17145
23.4385,75.5072,0.0132438,0,0,6.17638
23.4575,75.3543,0.0132706,0,0,6.18132
23.4765,75.3469,0.0132719,0,0,6.18626
23.4955,75.5037,0.0132444,0,0,6.1912
23.5145,75.2976,0.0132806,0,0,6.19613
23.5335,74.9713,0.0133384,0,0,6.20107
23.5525,74.7803,0.0133725,0,0,6.20601
23.5715,75.0004,0.0133333,0,0,6.21094
23.5905,75.1439,0.0133078,0,0,6.21588
23.6095,74.8925,0.0133525,0,0,6.22082
23.6285,74.4625,0.0134296,0,0,6.22575
23.6475,74.0991,0.0134954,0,0,6.23069
23.6665,74.2106,0.0134752,0,0,6.23562
23.6855,74.1865,0.0134795,0,0,6.24056
23.7045,74.1454,0.013487,0,0,6.24549
23.7235,74.2154,0.0134743,0,0,6.25043
23.7425,74.2896,0.0134608,0,0,6.25536
23.7615,74.3618,0.0134478,0,0,6.2603
23.7805,74.1575,0.0134848,0,0,6.26523
23.7995,73.9209,0.013528,0,0,6.27017
23.8185,73.5951,0.0135879,0,0,6.2751
23.8375,73.1945,0.0136622,0,0,6.28003
23.8565,73.2353,0.0136546,0,0,6.28497
23.8755,73.1359,0.0136732,0,0,6.2899
23.8945,73.1491,0.0136707,0,0,6.29484
23.9135,72.9017,0.0137171,0,0,6.29977
23.9325,72.8285,0.0137309,0,0,6.3047
23.9515,72.5962,0.0137748,0,0,6.30964
23.9706,72.4016,0.0138118,0,0,6.31457
23.9896,72.2986,0.0138315,0,0,6.3195
24.0086,72.2315,0.0138444,0,0,6.32443
24.0276,72.0277,0.0138835,0,0,6.32937
24.0466,71.8936,0.0139094,0,0,6.3343
24.0656,71.7385,0.0139395,0,0,6.33923
24.0846,71.6296,0.0139607,0,0,6.34416
24.1036,71.3784,0.0140098,0,0,6.34909
24.1226,71.3927,0.014007,0,0,6.35402
24.1416,71.5695,0.0139724,0,0,6.35896
24.1606,71.7606,0.0139352,0,0,6.36389
24.1796,71.8849,0.0139111,0,0,6.36882
24.1986,71.6719,0.0139525,0,0,6.37375
24.2176,71.492,0.0139876,0,0,6.37868
24.2366,71.1884,0.0140472,0,0,6.38361
24.2556,70.5551,0.0141733,0,0,6.38854
24.2746,70.1573,0.0142537,0,0,6.39347
24.2936,69.8609,0.0143142,0,0,6.3984
24.3126,70.049,0.0142757,0,0,6.40333
24.3316,69.7224,0.0143426,0,0,6.40826
24.3506,69.5422,0.0143798,0,0,6.41319
24.3696,69.4705,0.0143946,0,0,6.41812
24.3886,69.4473,0.0143994,0,0,6.42305
24.4076,69.3394,0.0144218,0,0,6.42797
24.4266,69.1252,0.0144665,0,0,6.4329
24.4456,69.2133,0.0144481,0,0,6.43783
24.4646,69.2331,0.0144439,0,0,6.44276
24.4836,69.1034,0.0144711,0,0,6.44769
24.5026,68.7287,0.01455,0,0,6.45262
24.5216,68.237,0.0146548,0,0,6.45754
24.5406,67.8518,0.014738,0,0,6.46247
24.5597,67.8636,0.0147354,0,0,6.4674
24.5787,67.7911,0.0147512,0,0,6.47233
24.5977,67.7631,0.0147573,0,0,6.47725
24.6167,67.6212,0.0147883,0,0,6.48218
24.6357,67.5896,0.0147952,0,0,6.48711
24.6547,67.2209,0.0148763,0,0,6.49203
24.6737,66.8891,0.0149501,0,0,6.49696
24.6927,66.5294,0.015031,0,0,6.50189
24.7117,66.1839,0.0151094,0,0,6.50681
24.7307,66.0479,0.0151405,0,0,6.51174
24.7497,65.9964,0.0151523,0,0,6.51666
24.7687,66.0751,0.0151343,0,0,6.52159
24.7877,65.8458,0.015187,0,0,6.52651
24.8067,65.3824,0.0152946,0,0,6.53144
24.8257,65.1392,0.0153517,0,0,6.53636
24.8447,65.0745,0.015367,0,0,6.54129
24.8637,65.1834,0.0153413,0,0,6.54621
24.8827,64.6658,0.0154641,0,0,6.55114
24.9017,64.2296,0.0155691,0,0,6.55606
24.9207,63.8285,0.015667,0,0,6.56098
24.9397,63.8538,0.0156608,0,0,6.56591
24.9587,63.561,0.0157329,0,0,6.57083
24.9777,63.6368,0.0157142,0,0,6.57576
24.9967,63.5179,0.0157436,0,0,6.58068
25.0157,63.4396,0.015763,0,0,6.5856
25.0347,63.1225,0.0158422,0,0,6.59052
25.0537,62.9083,0.0158962,0,0,6.59545
25.0727,62.8102,0.015921,0,0,6.60037
25.0917,62.6818,0.0159536,0,0,6.60529
25.1107,62.6188,0.0159696,0,0,6.61021
25.1297,62.391,0.016028,0,0,6.61514
25.1488,62.0317,0.0161208,0,0,6.62006
25.1678,61.7226,0.0162015,0,0,6.62498
25.1868,61.3085,0.016311,0,0,6.6299
25.2058,61.0835,0.016371,0,0,6.63482
25.2248,60.8437,0.0164356,0,0,6.63974
25.2438,60.8787,0.0164261,0,0,6.64466
25.2628,60.7687,0.0164558,0,0,6.64958
25.2818,60.4779,0.016535,0,0,6.65451
25.3008,59.9015,0.0166941,0,0,6.65943
25.3198,59.4108,0.016832,0,0,6.66435
25.3388,59.3631,0.0168455,0,0,6.66927
25.3578,59.3986,0.0168354,0,0,6.67419
25.3768,59.2988,0.0168637,0,0,6.67911
25.3958,59.1285,0.0169123,0,0,6.68402
25.4148,58.9825,0.0169542,0,0,6.68894
25.4338,58.7747,0.0170141,0,0,6.69386
25.4528,58.3801,0.0171291,0,0,6.69878
25.4718,58.1884,0.0171856,0,0,6.7037
25.4908,58.0896,0.0172148,0,0,6.70862
25.5098,58.0882,0.0172152,0,0,6.71354
25.5288,57.6211,0.0173548,0,0,6.71846
25.5478,57.2489,0.0174676,0,0,6.72337
25.5668,56.88,0.0175809,0,0,6.72829
25.5858,56.653,0.0176513,0,0,6.73321
25.6048,56.5479,0.0176841,0,0,6.73813
25.6238,56.6555,0.0176505,0,0,6.74304
25.6428,56.509,0.0176963,0,0,6.74796
25.6618,56.1983,0.0177941,0,0,6.75288
25.6808,55.6061,0.0179837,0,0,6.75779
25.6998,54.9783,0.018189,0,0,6.76271
25.7189,54.7995,0.0182483,0,0,6.76763
25.7379,54.7205,0.0182747,0,0,6.77254
25.7569,54.5386,0.0183356,0,0,6.77746
25.7759,54.0397,0.0185049,0,0,6.78237
25.7949,53.7619,0.0186005,0,0,6.78729
25.8139,53.677,0.0186299,0,0,6.7922
25.8329,53.3164,0.0187559,0,0,6.79712
25.8519,53.0438,0.0188523,0,0,6.80203
25.8709,52.7389,0.0189613,0,0,6.80695
25.8899,52.6333,0.0189994,0,0,6.81186
25.9089,52.4367,0.0190706,0,0,6.81678
25.9279,52.2148,0.0191517,0,0,6.82169
25.9469,52.0127,0.0192261,0,0,6.82661
25.9659,51.9556,0.0192472,0,0,6.83152
25.9849,51.7558,0.0193215,0,0,6.83643
26.0039,51.3286,0.0194823,0,0,6.84135
26.0229,50.6178,0.0197559,0,0,6.84626
26.0419,50.2734,0.0198912,0,0,6.85117
26.0609,50.0974,0.0199611,0,0,6.85609
26.0799,49.9915,0.0200034,0,0,6.861
26.0989,49.5092,0.0201983,0,0,6.86591
26.1179,49.2944,0.0202863,0,0,6.87082
26.1369,49.2052,0.0203231,0,0,6.87574
26.1559,48.8639,0.020465,0,0,6.88065
26.1749,48.6475,0.020556,0,0,6.88556
26.1939,48.3607,0.0206779,0,0,6.89047
26.2129,48.3829,0.0206684,0,0,6.89538
26.2319,48.1714,0.0207592,0,0,6.90029
26.2509,48.1836,0.0207539,0,0,6.90521
26.2699,47.6586,0.0209826,0,0,6.91012
26.2889,47.1937,0.0211893,0,0,6.91503
26.308,46.943,0.0213024,0,0,6.91994
26.327,46.8538,0.021343,0,0,6.92485
26.346,46.3445,0.0215775,0,0,6.92976
26.365,45.852,0.0218093,0,0,6.93467
26.384,45.6158,0.0219222,0,0,6.93958
26.403,45.4445,0.0220048,0,0,6.94449
26.422,45.1522,0.0221473,0,0,6.9494
26.441,44.8682,0.0222875,0,0,6.95431
26.46,44.8832,0.0222801,0,0,6.95921
26.479,44.9322,0.0222557,0,0,6.96412
26.498,44.7468,0.022348,0,0,6.96903
26.517,44.2084,0.0226202,0,0,6.97394
26.536,43.8133,0.0228241,0,0,6.97885
26.555,43.5266,0.0229745,0,0,6.98376
26.574,43.3791,0.0230526,0,0,6.98866
26.593,43.2931,0.0230984,0,0,6.99357
26.612,42.9629,0.0232759,0,0,6.99848
26.631,42.6774,0.0234316,0,0,7.00339
26.65,41.9134,0.0238587,0,0,7.00829
26.669,41.6702,0.023998,0,0,7.0132
26.688,41.5877,0.0240456,0,0,7.01811
26.707,41.3855,0.024163,0,0,7.02301
26.726,41.0811,0.0243421,0,0,7.02792
26.745,40.9087,0.0244447,0,0,7.03282
26.764,40.9371,0.0244277,0,0,7.03773
26.783,40.6635,0.0245921,0,0,7.04264
26.802,40.1043,0.024935,0,0,7.04754
26.821,39.7575,0.0251525,0,0,7.05245
26.84,39.7402,0.0251634,0,0,7.05735
26.859,39.532,0.0252959,0,0,7.06226
26.8781,39.0008,0.0256405,0,0,7.06716
26.8971,38.5114,0.0259663,0,0,7.07207
26.9161,38.5028,0.0259721,0,0,7.07697
26.9351,38.4441,0.0260118,0,0,7.08187
26.9541,37.9746,0.0263334,0,0,7.08678
26.9731,37.4547,0.0266989,0,0,7.09168
26.9921,37.4687,0.0266889,0,0,7.09659
27.0111,37.3435,0.0267784,0,0,7.10149
27.0301,37.0146,0.0270163,0,0,7.10639
27.0491,36.88,0.027115,0,0,7.11129
27.0681,36.9674,0.0270508,0,0,7.1162
27.0871,36.5528,0.0273576,0,0,7.1211
27.1061,36.0057,0.0277734,0,0,7.126
27.1251,35.7795,0.027949,0,0,7.1309
27.1441,35.8771,0.0278729,0,0,7.13581
27.1631,35.5092,0.0281617,0,0,7.14071
27.1821,35.1299,0.0284658,0,0,7.14561
27.2011,34.5746,0.028923,0,0,7.15051
27.2201,34.3225,0.0291354,0,0,7.15541
27.2391,34.0121,0.0294013,0,0,7.16031
27.2581,33.9046,0.0294945,0,0,7.16521
27.2771,33.346,0.0299886,0,0,7.17011
27.2961,32.9498,0.0303492,0,0,7.17501
27.3151,32.7808,0.0305056,0,0,7.17991
27.3341,33.0988,0.0302126,0,0,7.18481
27.3531,33.0016,0.0303016,0,0,7.18971
27.3721,32.6925,0.030588,0,0,7.19461
27.3911,32.0425,0.0312085,0,0,7.19951
27.4101,31.7743,0.031472,0,0,7.20441
27.4291,31.6619,0.0315837,0,0,7.20931
27.4481,31.6727,0.031573,0,0,7.21421
27.4672,31.255,0.0319949,0,0,7.21911
27.4862,30.9196,0.032342,0,0,7.22401
27.5052,30.8401,0.0324253,0,0,7.22891
27.5242,30.7999,0.0324676,0,0,7.2338
27.5432,30.4592,0.0328308,0,0,7.2387
27.5622,30.2149,0.0330963,0,0,7.2436
27.5812,29.9334,0.0334075,0,0,7.2485
27.6002,29.8135,0.0335419,0,0,7.25339
27.6192,29.6433,0.0337344,0,0,7.25829
27.6382,29.5339,0.0338594,0,0,7.26319
27.6572,29.5195,0.0338759,0,0,7.26808
27.6762,29.2565,0.0341805,0,0,7.27298
27.6952,28.9849,0.0345007,0,0,7.27788
27.7142,28.6454,0.0349096,0,0,7.28277
27.7332,28.2136,0.0354439,0,0,7.28767
27.7522,27.9793,0.0357406,0,0,7.29256
27.7712,27.7951,0.0359775,0,0,7.29746
27.7902,27.5725,0.0362681,0,0,7.30235
27.8092,27.297,0.0366341,0,0,7.30725
27.8282,26.9521,0.0371029,0,0,7.31214
27.8472,26.6398,0.0375379,0,0,7.31704
27.8662,26.3003,0.0380224,0,0,7.32193
27.8852,26.2186,0.0381409,0,0,7.32683
27.9042,26.2606,0.0380798,0,0,7.33172
27.9232,26.2088,0.0381552,0,0,7.33662
27.9422,25.8467,0.0386896,0,0,7.34151
27.9612,25.6612,0.0389693,0,0,7.3464
27.9802,25.4618,0.0392745,0,0,7.3513
27.9992,25.2557,0.039595,0,0,7.35619
28.0182,25.0588,0.0399062,0,0,7.36108
28.0372,25.0684,0.0398908,0,0,7.36597
28.0563,24.871,0.0402074,0,0,7.37087
28.0753,24.3588,0.041053,0,0,7.37576
28.0943,23.9164,0.0418124,0,0,7.38065
28.1133,23.685,0.0422207,0,0,7.38554
28.1323,23.5893,0.0423921,0,0,7.39043
28.1513,23.3685,0.0427927,0,0,7.39532
28.1703,22.9888,0.0434995,0,0,7.40022
28.1893,22.6484,0.0441532,0,0,7.40511
28.2083,22.517,0.0444108,0,0,7.41
28.2273,22.4712,0.0445013,0,0,7.41489
28.2463,21.9473,0.0455636,0,0,7.41978
28.2653,21.5538,0.0463955,0,0,7.42467
28.2843,21.4768,0.0465618,0,0,7.42956
28.3033,21.5877,0.0463227,0,0,7.43445
28.3223,21.481,0.0465528,0,0,7.43934
28.3413,21.256,0.0470455,0,0,7.44423
28.3603,21.0833,0.0474309,0,0,7.44912
28.3793,20.8578,0.0479437,0,0,7.454
28.3983,20.4866,0.0488123,0,0,7.45889
28.4173,20.3835,0.0490593,0,0,7.46378
28.4363,20.6045,0.0485332,0,0,7.46867
28.4553,20.5905,0.0485661,0,0,7.47356
28.4743,20.3407,0.0491626,0,0,7.47845
28.4933,20.1687,0.0495819,0,0,7.48333
28.5123,19.8661,0.050337,0,0,7.48822
28.5313,19.3665,0.0516356,0,0,7.49311
28.5503,19.1983,0.0520879,0,0,7.498
28.5693,19.4857,0.0513198,0,0,7.50288
28.5883,19.6738,0.0508291,0,0,7.50777
28.6073,19.3178,0.0517658,0,0,7.51266
28.6264,19.0177,0.0525825,0,0,7.51754
28.6454,19.2117,0.0520517,0,0,7.52243
28.6644,18.7605,0.0533036,0,0,7.52731
28.6834,18.1535,0.0550858,0,0,7.5322
28.7024,17.4791,0.0572113,0,0,7.53708
28.7214,17.66,0.056625,0,0,7.54197
28.7404,17.4484,0.0573117,0,0,7.54685
28.7594,17.2855,0.057852,0,0,7.55174
28.7784,17.1576,0.058283,0,0,7.55662
28.7974,17.2127,0.0580965,0,0,7.56151
28.8164,17.2633,0.0579264,0,0,7.56639
28.8354,17.2573,0.0579464,0,0,7.57128
28.8544,17.7363,0.0563817,0,0,7.57616
28.8734,17.3785,0.0575423,0,0,7.58104
28.8924,16.5686,0.0603552,0,0,7.58593
28.9114,15.4692,0.0646447,0,0,7.59081
28.9304,15.4531,0.0647119,0,0,7.59569
28.9494,15.6627,0.063846,0,0,7.60058
28.9684,16.0699,0.0622281,0,0,7.60546
28.9874,15.6408,0.0639352,0,0,7.61034
29.0064,15.3412,0.0651841,0,0,7.61522
29.0254,14.981,0.0667511,0,0,7.6201
29.0444,14.8402,0.0673845,0,0,7.62499
29.0634,14.7431,0.0678285,0,0,7.62987
29.0824,14.7438,0.0678249,0,0,7.63475
29.1014,14.7658,0.067724,0,0,7.63963
29.1204,14.8991,0.0671183,0,0,7.64451
29.1394,15.169,0.0659241,0,0,7.64939
29.1584,15.4259,0.0648259,0,0,7.65427
29.1774,15.3898,0.0649779,0,0,7.65915
29.1964,14.9464,0.0669058,0,0,7.66403
29.2155,14.375,0.0695652,0,0,7.66891
29.2345,14.3898,0.0694938,0,0,7.67379
29.2535,14.8368,0.0674,0,0,7.67867
29.2725,14.6416,0.0682985,0,0,7.68355
29.2915,14.058,0.0711339,0,0,7.68843
29.3105,13.8935,0.0719762,0,0,7.69331
29.3295,14.2081,0.0703822,0,0,7.69819
29.3485,14.1806,0.0705191,0,0,7.70306
29.3675,14.6024,0.0684819,0,0,7.70794
29.3865,13.8605,0.0721473,0,0,7.71282
29.4055,12.9564,0.0771817,0,0,7.7177
29.4245,12.5133,0.0799149,0,0,7.72257
29.4435,13.4168,0.0745336,0,0,7.72745
29.4625,14.0274,0.0712891,0,0,7.73233
29.4815,13.5309,0.0739047,0,0,7.73721
